SPECIES_BINOMIAL,GENUS,SPECIES,FAMILY,IUCN_STATUS,THREATENED_STATUS,GEOGRAPHIC_REGION,MEDIAN_N_HET,MEDIAN_CALLABLE,MEDIAN_nRoH_1mb,MEDIAN_sRoH_1mb,MEDIAN_fRoH_1mb,MEDIAN_COVERAGE,REFERENCE_LENGTH,MEDIAN_HETEROZYGOSITY,GENERATION_LENGTH,MU_PER_GENERATION,MU_PER_YEAR,EFFECTIVE_POP_SIZE,CombinedTestesMass.in.g,BrainSizeSpeciesMean,Body.MassMaleMean,BodyMassFemaleMean,MassDimorphism,CanineDimorphism,MeanGroupSize,AdultMales,AdultFemale,AdultSexRatio,InterbirthInterval_days,Gestation,WeaningAge_d,MaxLongevity_m,LitterSz,GR_MidRangeLat_dd,Precip_Mean_mm,Temp_Mean_degC,AET_Mean_mm,PET_Mean_mm,HomeRange_km2,DayLength_km,Territoriality,Fruit,Leaves,Fauna,Feed,Move,Rest,Social,Mating.System,SocialSystem,NatalDispersal
Cercopithecus_roloway,Cercopithecus,roloway,Cercopithecidae,CR,Threatened,MAINLAND_AFRICA,10835084,2344538863,1,1000000,0.000358028,35.53,2793076453,0.004621414,9,3.33E-09,3.70E-10,346953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheirogaleus_major,Cheirogaleus,major,Cheirogaleidae,VU,Threatened,MADAGASCAR,8432184,1731958454,13,21600000,0.008683794,33.55,2487392024,0.004868583,8,3.35E-09,4.19E-10,363327,NA,5.81,438,362,1210,NA,1,1,1,NA,NA,65,47.14,180,2.26,-18.76,1676.3,20.3,1320.2,1592.7,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Bisexual
Cheirogaleus_medius,Cheirogaleus,medius,Cheirogaleidae,VU,Threatened,MADAGASCAR,2361906,1732945184,210,692600000,0.278444247,35.14,2487392024,0.001362943,7,2.85E-09,4.07E-10,119556,1.12,2.6,140,139,1007,0.942,1,1,1,NA,365,61,60.65,231.6,2.04,-19.03,850.8,24,899.7,1625.8,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monogamy,Solitary,Bisexual
Cheracebus_lucifer,Cheracebus,lucifer,Pitheciidae,LC,Unthreatened,AMERICAS,6039969,2222415832,33.5,65200000,0.023957907,27.395,2721439713,0.002754162,9,4.88E-09,5.42E-10,141094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheracebus_lugens,Cheracebus,lugens,Pitheciidae,LC,Unthreatened,AMERICAS,2725750.5,2226285184,38.5,62700000,0.023039276,29.09,2721439713,0.001221662,8,3.91E-09,4.89E-10,78111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheracebus_regulus,Cheracebus,regulus,Pitheciidae,LC,Unthreatened,AMERICAS,2649619.5,2224045184,14.5,20400000,0.007496032,29.295,2721439713,0.001191351,8,6.77E-09,8.46E-10,43994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheracebus_torquatus,Cheracebus,torquatus,Pitheciidae,LC,Unthreatened,AMERICAS,4664533,2227262396,33,80400000,0.029543186,35.34,2721439713,0.00209429,8,5.77E-09,7.21E-10,90740,NA,NA,1280,1210,1058,1.059,4.8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.8,1.3165,71.3,4,20,NA,NA,NA,1.4,Monogamy,Pair,NA
Chiropotes_albinasus,Chiropotes,albinasus,Pitheciidae,VU,Threatened,AMERICAS,2797861,2324417266,74,171800000,0.06312835,28.61,2721439713,0.001202613,10,6.04E-09,6.04E-10,49777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiropotes_israelita,Chiropotes,israelita,Pitheciidae,DD,DD,AMERICAS,3781315.5,2329705165,104,169800000,0.062393445,30.765,2721439713,0.001624909,10,8.70E-09,8.70E-10,46693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiropotes_sagulatus,Chiropotes,sagulatus,Pitheciidae,LC,Unthreatened,AMERICAS,4717816.5,2319112587,78.5,133400000,0.049018172,31.345,2721439713,0.002030293,10,8.29E-09,8.29E-10,61227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlorocebus_pygerythrus,Chlorocebus,pygerythrus,Cercopithecidae,LC,Unthreatened,MAINLAND_AFRICA,7325286,2463472832,12,40800000,0.014451462,46.58,2823243693,0.002973561,11,4.53E-09,4.12E-10,164104,20.6,62.58,5071.2,3575.8,1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygynandry,Polygynandry,Sexbiased
Colobus_angolensis,Colobus,angolensis,Cercopithecidae,VU,Threatened,MAINLAND_AFRICA,3347141,2140193827,108,300000000,0.101231563,17.79,2963502603,0.001563943,11,4.79E-09,4.35E-10,81625,NA,77.7,9680,7570,1279,1.845,18.25,3.5,7,2,NA,NA,NA,423.6,1.01,-4.16,1229.1,23.3,1225.3,1538.5,3.71,0.983,0.4523,22.6,53.3,0,37.5,34.5,22,5,Harem_Polygyny,Polygynandry,Bisexual
Colobus_guereza,Colobus,guereza,Cercopithecidae,LC,Unthreatened,MAINLAND_AFRICA,3299516,2483717329,115,468800000,0.158191189,28.52,2963502603,0.001328459,12,6.62E-09,5.52E-10,50168,3.447,74.39,9673,7505.6,1289,1.459,12,1.5,2.9,1.93,486.66,175,387.79,294,1,5.15,1089.2,23.2,1126.5,1560.5,0.3,0.48,0.735,19,73,0,57.5,21.25,10.25,8.25,Harem_Polygyny,Polygynandry,Sexbiased
Colobus_polykomos,Colobus,polykomos,Cercopithecidae,EN,Threatened,MAINLAND_AFRICA,6270141,2462235897,74,460000000,0.15522173,25.98,2963502603,0.002546523,10,5.58E-09,5.58E-10,114092,10.7,73.83,9900,8300,1193,1.77,11,4,4,1,442.41,185,213.78,366,1,9.06,1807.6,25.7,1090.5,1514.6,0.5,0.57,0.7108,41.5,53.5,0,61,28,9,1,Harem_Polygyny,Polygynandry,Bisexual
Daubentonia_madagascariensis,Daubentonia,madagascariensis,Daubentoniidae,EN,Threatened,MADAGASCAR,1352602,2184546662,85,187400000,0.077693056,32.82,2412055963,0.000619168,10,4.42E-09,4.42E-10,35021,NA,44.85,2620,2490,1052,NA,1,1,1,NA,760.41,167,197.7,291.6,1.01,-18.79,1491.3,21.7,1216.3,1601.3,0.356,2.95,4.3817,NA,NA,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Bisexual
Erythrocebus_patas,Erythrocebus,patas,Cercopithecidae,NT,Unthreatened,MAINLAND_AFRICA,4012487.5,2400530834,12,24300000,0.007846482,24.21,3096929461,0.001671267,10,4.93E-09,4.93E-10,84750,7.2,97.73,12400,6500,1908,2.132,28.2,1.5,10.4,6.93,365,167,211.79,286.8,1.01,7.97,733.9,26.4,760.4,1596.5,28.24,3.2,0.5337,10,2,36,NA,NA,NA,NA,Harem_Polygyny,Polygyny,Sexbiased
Eulemur_albifrons,Eulemur,albifrons,Lemuridae,VU,Threatened,MADAGASCAR,9305476,1820697167,70,194000000,0.091408034,35.89,2122351751,0.005110941,8,3.16E-09,3.95E-10,404347,NA,21.45,2390,2281,1048,NA,9,3.5,3,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.9825,2.4149,69,11.5,NA,22,22,56,NA,NA,Polygynandry,Sexbiased
Eulemur_collaris,Eulemur,collaris,Lemuridae,EN,Threatened,MADAGASCAR,3016324,1820739207,108,344600000,0.162367053,44.44,2122351751,0.001657398,8,3.81E-09,4.76E-10,108753,NA,NA,NA,NA,NA,NA,7,3,2.5,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2.5,2.6481,79.4,5.2,NA,23.4,18.4,55.7,NA,NA,Polygynandry,Sexbiased
Eulemur_coronatus,Eulemur,coronatus,Lemuridae,EN,Threatened,MADAGASCAR,4102516.5,1817852204,62,147300000,0.069404141,37.695,2122351751,0.002256958,8.4,3.54E-09,4.21E-10,159390,6.96,20.65,1280,1080,1185,1.116,9.25,4.13,3.75,0.91,NA,126,NA,220.8,1.53,-13.06,1050.9,23.8,1253.3,1528,0.123,0.912,2.3046,81.9,3.3,NA,19.4,7,44,4.3,Polygynandry,Polygynandry,Bisexual
Eulemur_flavifrons,Eulemur,flavifrons,Lemuridae,CR,Threatened,MADAGASCAR,3219377,1820381662,86,356000000,0.167738453,44.56,2122351751,0.001768526,8,4.47E-09,5.59E-10,98911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygynandry,Bisexual
Eulemur_fulvus,Eulemur,fulvus,Lemuridae,VU,Threatened,MADAGASCAR,11401891,1821087455,15,171000000,0.080570999,44.27,2122351751,0.006261034,8,2.56E-09,3.20E-10,611429,20.489,25.77,2250,2333.3,964,1.176,8.9,3,3.5,1.17,547.5,118,134.64,444,1.1,-16.64,1561.3,21.4,1179.3,1588.5,0.162,0.447,0.9842,68.7,25.6,0,18.4,15.6,58.9,2.48,Polygynandry,Polygynandry,Sexbiased
Eulemur_macaco,Eulemur,macaco,Lemuridae,EN,Threatened,MADAGASCAR,3945270.5,1819976441,86.5,246800000,0.116286096,38.75,2122351751,0.002167767,8.8,5.46E-09,6.20E-10,99257,16.65,24.51,2350,2430,967,1.02,10,3.4,3.1,0.91,365,127,143.28,360,1.04,-13.94,1341.9,22.3,1188.6,1717.6,0.053,NA,NA,64.3,23,0,13.6,16.4,62.8,NA,Polygynandry,Polygynandry,Bisexual
Eulemur_mongoz,Eulemur,mongoz,Lemuridae,CR,Threatened,MADAGASCAR,2726246,1816776174,252,710800000,0.334911496,32.5,2122351751,0.001500595,8,2.72E-09,3.40E-10,137922,12.25,20.17,1143.3,1281.5,892,1.197,2.93,1,1,1,365,128,151.13,360,1.11,-16.11,1258.8,26.2,932.2,1603.7,0.042,0.712,3.0789,63.3,19.3,0,9,9.5,69.1,4,Monogamy,Pair,Bisexual
Eulemur_rubriventer,Eulemur,rubriventer,Lemuridae,VU,Threatened,MADAGASCAR,4556500,1816697263,54,90400000,0.042594259,39.46,2122351751,0.002508123,8,2.67E-09,3.34E-10,234843,1.76,26.23,1980,1940,1021,1.051,3,1,1,1,NA,130,151.22,240,1.01,-18.45,1781.1,19.4,1344,1575.5,0.2,0.444,0.8799,81,15,NA,16,21,60,2,Monogamy,Pair,Bisexual
Eulemur_rufus,Eulemur,rufus,Lemuridae,VU,Threatened,MADAGASCAR,9628041,1820406128,1,1000000,0.000471175,35.48,2122351751,0.005288952,8,2.85E-09,3.56E-10,463943,NA,25.4,2170,2270,956,NA,9.17,4.1,2.6,0.63,NA,NA,NA,NA,NA,-19.51,1068.8,22.8,1004.1,1547,0.584,0.8475,0.9828,68.4,24.1,NA,18,16.2,61.8,NA,NA,Polygynandry,Sexbiased
Eulemur_sanfordi,Eulemur,sanfordi,Lemuridae,EN,Threatened,MADAGASCAR,7827651,1820361823,75,182500000,0.085989516,40.425,2122351751,0.004300102,8.8,4.40E-09,5.00E-10,244324,NA,NA,1870,1830,1022,NA,5,2.25,2.13,0.95,NA,NA,NA,NA,NA,-12.78,1013.1,25.2,1193,1510,0.07,0.758,2.539,89.1,2.2,NA,17.7,11,59.2,NA,NA,Polygynandry,Sexbiased
Galago_moholi,Galago,moholi,Galagidae,LC,Unthreatened,MAINLAND_AFRICA,4245945,2228507852,81,108200000,0.042532737,38.57,2543922824,0.001905286,5,6.03E-09,1.21E-09,78992,NA,3.71,149.6,147.2,1017,1.062,1,1,1,NA,182.5,123,90.46,198,1.6,-13.46,801.2,21.7,852.2,1461.9,0.04,NA,NA,NA,NA,NA,63.9,25,4.5,12,Spatial_Polygyny,Solitary,Sexbiased
Galago_senegalensis,Galago,senegalensis,Galagidae,LC,Unthreatened,MAINLAND_AFRICA,1977516,2204323464,7,8200000,0.003223368,36.21,2543922824,0.000897108,6,5.97E-09,9.95E-10,37567,NA,3.96,200.3,188,1066,1.111,1,1,1,NA,219,126,93.93,204,1.5,1.95,800.8,25,836.6,1594.8,0.08,NA,NA,6,NA,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Sexbiased
Galagoides_demidoff,Galagoides,demidoff,Galagidae,LC,Unthreatened,MAINLAND_AFRICA,6467309,1994532067,19,22400000,0.008805299,29.46,2543922824,0.003242519,5,3.92E-09,7.84E-10,206793,NA,2.65,76.2,73.1,1042,1.277,10,NA,NA,NA,365,111,43.47,168,1.29,-0.14,1404.3,24.4,1291.4,1553.2,0.01,NA,NA,10,0,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Sexbiased
Gorilla_beringei,Gorilla,beringei,Hominidae,CR,Threatened,MAINLAND_AFRICA,1942023.5,2488884165,525,1307300000,0.423815676,21.595,3084595669,0.000769376,20,1.20E-08,6.00E-10,16029,28.96,491.27,162500,97500,1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harem_Polygyny,Polygyny,NA
Gorilla_gorilla,Gorilla,gorilla,Hominidae,CR,Threatened,MAINLAND_AFRICA,4434428.5,2507295028,44,77100000,0.024995172,18.55,3084595669,0.001773703,22,1.33E-08,6.05E-10,33340,29.6,490.41,170400,71500,2383,1.739,7.1,1.8,4.4,2.44,1430.8,256,920.35,648,1.05,0.88,1528.8,24.2,1291.1,1502.7,4.03,0.86,0.3797,11,93,0,52.6,9.55,35.5,5.8,Harem_Polygyny,Polygyny,Bisexual
Hapalemur_alaotrensis,Hapalemur,alaotrensis,Lemuridae,CR,Threatened,MADAGASCAR,9041990,1836582734,15,28000000,0.013192912,44.83,2122351751,0.004923269,9,4.41E-09,4.90E-10,279097,NA,13.8,1228,1251,982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pair,Bisexual
Hapalemur_gilberti,Hapalemur,gilberti,Lemuridae,DD,DD,MADAGASCAR,9763216,1771345164,15,32600000,0.015360319,38.78,2122351751,0.005511752,9,4.46E-09,4.96E-10,308955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hapalemur_griseus,Hapalemur,griseus,Lemuridae,VU,Threatened,MADAGASCAR,11036853,1886538879,13,67000000,0.031568754,43.68,2122351751,0.005850318,9,5.06E-09,5.62E-10,289047,2.1,14.09,748,670,1116,1.005,4.4,1,1,1,334.58,140,136.29,205.2,1.5,-19.45,1772.8,19.7,1338.7,1594.7,0.01,0.43,3.8108,NA,NA,NA,NA,NA,NA,NA,Monogamy,Pair,Bisexual
Hapalemur_meridionalis,Hapalemur,meridionalis,Lemuridae,VU,Threatened,MADAGASCAR,6035706,1887502037,38,117000000,0.055127525,37.75,2122351751,0.003197722,9,5.60E-09,6.22E-10,142755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pair,Bisexual
Hapalemur_occidentalis,Hapalemur,occidentalis,Lemuridae,VU,Threatened,MADAGASCAR,9730032,1682964283,62,153600000,0.072372546,46.08,2122351751,0.005781485,8,2.91E-09,3.64E-10,496691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pair,Bisexual
Hoolock_hoolock,Hoolock,hoolock,Hylobatidae,EN,Threatened,ASIA,1604988,2349936910,165,294000000,0.105637332,32.35,2783107017,0.000683566,13.5,5.86E-09,4.34E-10,28429,NA,110.68,7106.5,6350,1119,1.03,NA,NA,NA,NA,1080,232.5,635.13,492,1.01,23.44,1536,17.5,1095.2,1318.7,0.413,1.26,1.7376,79,10.3,2,NA,NA,NA,NA,Monogamy,Pair,Bisexual
Hylobates_abbotti,Hylobates,abbotti,Hylobatidae,EN,Threatened,ASIA,7574885,2302633643,36,79000000,0.028385542,30.52,2783107017,0.003289661,15,9.16E-09,6.11E-10,89783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylobates_agilis,Hylobates,agilis,Hylobatidae,EN,Threatened,ASIA,6403346,2334251988,0,0,0,33.68,2783107017,0.002743211,15,9.33E-09,6.22E-10,73505,NA,91.16,5880,5820,1010,NA,NA,1,1,1,1138,NA,724,528,1.02,0.16,2398,25.4,1743.6,1792,0.29,1.3,2.1394,58,39,1,NA,NA,NA,NA,Monogamy,Pair,Bisexual
Hylobates_klossii,Hylobates,klossii,Hylobatidae,EN,Threatened,ASIA,3134339,2332770110,25,42800000,0.015378496,31.62,2783107017,0.001343612,15,8.92E-09,5.95E-10,37657,NA,87.99,5670,5920,958,0.966,NA,0.9,1,1.11,NA,213,335,444,1,NA,NA,NA,NA,NA,0.32,1.5,2.35,72,2,26,NA,NA,NA,NA,Monogamy,Pair,Bisexual
Hylobates_lar,Hylobates,lar,Hylobatidae,EN,Threatened,ASIA,6806556,2330387012,49,82600000,0.02967906,32.82,2783107017,0.002920784,15,6.39E-09,4.26E-10,114272,5.5,101.87,5809.2,5380.9,1080,1.16,3.3,1,1,1,983.67,217,725.86,480,1.01,13.68,1727.4,23,1278.1,1612.3,0.32,1.6,2.5066,64,24.7,9.7,33.87,23.33,33.1,7.57,Monogamy,Pair,Bisexual
Hylobates_muelleri,Hylobates,muelleri,Hylobatidae,EN,Threatened,ASIA,6641045,2337889356,77,161600000,0.058064602,32.23,2783107017,0.002840616,15,9.19E-09,6.13E-10,77275,NA,85.13,5632.3,6010.3,937,NA,NA,NA,NA,NA,1095,206.7,NA,684,1.02,1.13,2665.3,24,1679.4,1707.8,0.26,0.9,1.5642,62,32,2,NA,NA,NA,4,Monogamy,Pair,Bisexual
Indri_indri,Indri,indri,Indriidae,CR,Threatened,MADAGASCAR,10234933,1713337123,142,376800000,0.134660298,18.71,2798152141,0.005973683,11,4.75E-09,4.32E-10,314404,NA,34.81,5830,6840,852,0.996,3.2,1,1,1,912.5,136.5,331.34,NA,1.01,-17.23,1871.1,20,1342.6,1594.8,0.12,0.25,0.6396,43,57,NA,42,3,50,1.5,Monogamy,Pair,Bisexual
Lagothrix_lagothricha,Lagothrix,lagothricha,Atelidae,VU,Threatened,AMERICAS,3386157,2305066050,50,68400000,0.025493577,33.73,2683028796,0.001469006,14.5,6.90E-09,4.76E-10,53225,11.2,96.5,7280,7020,1037,1.77,33.1,7.3,8.2,1.12,638.75,223,312.66,360,1.01,0.02,2265.6,25.8,1516.9,1543.4,2.82,1.1,0.5805,78.9,11.4,4.9,25.8,38.8,29.9,5.5,Polygynandry,Polygynandry,Sexbiased
Lemur_catta,Lemur,catta,Lemuridae,EN,Threatened,MADAGASCAR,6336635,1957732941,3,5400000,0.002544347,47.74,2122351751,0.003236721,12,4.20E-09,3.50E-10,192662,17.8,22.9,2210,2210,1000,1.186,17,5.2,6.4,1.23,468.41,135,126.51,360,1.18,-23.05,629.4,23,839.1,1636.6,0.05,0.9,3.567,54,43.6,NA,NA,NA,NA,4.6,Polygynandry,Polygynandry,Sexbiased
Leontocebus_fuscicollis,Leontocebus,fuscicollis,Callitrichidae,DD,DD,AMERICAS,3466916,2356281978,7,8600000,0.002896879,26.76,2968712378,0.00147135,9,8.24E-09,9.16E-10,44640,1.53,7.94,404.6,396.6,1020,1.014,5.1,1.9,1.3,0.68,293.5,147,90.1,294,1.83,-5.28,1968,25.4,1450.1,1535.4,0.2,1.6,3.1707,55,0,44,17.09,28.48,35.86,5.08,Polyandry,Pair,Bisexual
Leontocebus_illigeri,Leontocebus,illigeri,Callitrichidae,DD,DD,AMERICAS,6446262,2336659165,29,190600000,0.064202919,22.01,2968712378,0.002758752,6,5.26E-09,8.77E-10,131119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leontocebus_nigricollis,Leontocebus,nigricollis,Callitrichidae,LC,Unthreatened,AMERICAS,4358897,2347125287,68,122800000,0.041364735,28.44,2968712378,0.001857122,6,4.19E-09,6.98E-10,110807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leontopithecus_chrysomelas,Leontopithecus,chrysomelas,Callitrichidae,EN,Threatened,AMERICAS,2360807,2244901011,147,356400000,0.124447223,24.22,2863864636,0.001051631,7,5.19E-09,7.41E-10,50657,NA,11.84,610,700,871,NA,6.7,1.6,1,0.63,NA,NA,NA,255.6,2.04,-15.01,1531.2,22.4,1385.5,1596.7,0.24,NA,NA,NA,NA,NA,NA,NA,NA,9.1,Monogamy,Pair,Bisexual
Leontopithecus_rosalia,Leontopithecus,rosalia,Callitrichidae,EN,Threatened,AMERICAS,1904382,2259678734,55,88900000,0.03104197,30.945,2863864636,0.00084276,7,5.15E-09,7.36E-10,40911,NA,12.83,620,598,1037,NA,5.4,1.8,1.5,0.83,182.5,128,75.69,297.6,1.94,-22.1,1283.2,20.7,1231.5,1476.7,0.26,1.44,2.5028,NA,NA,NA,NA,NA,NA,5.4,Monogamy,Pair,Bisexual
Lepilemur_ankaranensis,Lepilemur,ankaranensis,Lepilemuridae,EN,Threatened,MADAGASCAR,7384494.5,1574674295,54.5,153500000,0.061711221,31.655,2487392024,0.004689459,5,5.06E-09,1.01E-09,231693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solitary,NA
Lepilemur_dorsalis,Lepilemur,dorsalis,Lepilemuridae,EN,Threatened,MADAGASCAR,4359258,1582207714,31,67600000,0.027177059,33.53,2487392024,0.002755174,5,3.76E-09,7.52E-10,183190,NA,6.7,817,923,885,NA,1,1,1,1,NA,NA,NA,NA,1.01,-13.79,1332.8,20.2,1240.4,1623.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solitary,Bisexual
Lepilemur_ruficaudatus,Lepilemur,ruficaudatus,Lepilemuridae,CR,Threatened,MADAGASCAR,4716442,1578143645,2,2800000,0.001125677,25.73,2487392024,0.002988601,7,3.70E-09,5.29E-10,201933,NA,8.25,806,803,1004,1.179,1,1,1,NA,NA,135.92,119.32,NA,1.02,-21.58,578.9,23.9,789.1,1602.6,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spatial_Polygyny,Solitary,Bisexual
Lepilemur_septentrionalis,Lepilemur,septentrionalis,Lepilemuridae,CR,Threatened,MADAGASCAR,6914930,1582286330,80.5,239700000,0.096365992,36.29,2487392024,0.004370165,7,6.99E-09,9.99E-10,156301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Solitary,Bisexual
Lophocebus_aterrimus,Lophocebus,aterrimus,Cercopithecidae,VU,Threatened,MAINLAND_AFRICA,5199600,2347201084,40,236000000,0.083205644,29.51,2836346068,0.002215234,10,3.38E-09,3.38E-10,163849,NA,101.59,7840,5760,1361,1.897,NA,NA,NA,NA,NA,NA,NA,321.6,NA,-1.65,1578.1,25.1,1520.1,1594.9,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygynandry,Polygynandry,NA
